item,joke,embedding
65,"
A lawyer opened the door of his BMW, when suddenly a car came along
and hit the door, ripping it off completely.  When the police arrived
at the scene, the lawyer was complaining bitterly about the damage to
his precious BMW.  
<p>""Officer, look what they've done to my Beeeeemer!!!"", he whined.  
<p>""You lawyers are so materialistic, you make
me sick!!!""  retorted the officer.  ""You're so worried about your
stupid BMW, that you didn't even notice that your left arm was ripped
off!!!""  
<p>""Oh my gaaaad..."", replied the lawyer, finally noticing the
bloody left shoulder where his arm once was.  ""Where's my
Rolex???!!!!""
","[ 4.7778108e-04  1.3667289e-03 -1.2591780e-03 -2.7194890e-04
  1.4696708e-03  1.8939521e-03 -8.8560500e-04 -1.0433487e-03
  3.4567933e-03  3.9261580e-03 -1.0593450e-03  2.2495585e-03
  1.6211126e-03  1.8321592e-03 -3.3517699e-03 -8.3685482e-05
  1.2074148e-03  9.5473137e-04 -2.9884453e-04 -1.8377015e-03
  1.0884177e-03  1.2687715e-03  1.4217880e-03 -1.1654145e-03
  1.4176649e-04 -1.8281192e-03  2.0114561e-03 -1.5231575e-03
 -8.8581713e-05  4.1040964e-03 -7.6751033e-04  4.4697258e-04
 -3.4586883e-03 -2.2295844e-03 -3.1972311e-03 -1.8413592e-04
 -1.0887459e-03 -2.1400959e-03 -3.6396043e-04 -9.8351599e-04
  4.0352205e-04  3.2672205e-03  6.8677502e-04  2.1425183e-03
  1.4193129e-03  8.3537400e-04  1.7337911e-03  8.8518427e-04
  9.5804944e-04  1.4173983e-03 -2.1918633e-03  3.6250125e-03
 -2.3984408e-03  1.5516602e-03 -1.8860181e-03 -3.4215706e-04
 -8.6467445e-04  5.9442566e-04  1.6283598e-03  1.6030774e-03
 -9.4261271e-04  1.8367722e-03  2.7529465e-03  9.1313617e-04
 -7.8914949e-04  1.1474420e-03 -2.6805564e-03  1.7299025e-03
  1.9199823e-03  9.2219911e-04 -2.9021627e-03  5.6691468e-04
 -5.9276941e-04 -6.1416111e-05 -3.1519192e-03 -1.5334244e-03
  3.1480445e-03  1.6468542e-03  1.8025576e-03 -2.1394755e-05
 -1.8456008e-03  1.3974200e-03  1.2832438e-03 -1.0015672e-03
 -8.0046308e-04 -1.5999735e-03  7.8877492e-04  1.2856772e-03
 -1.3019744e-03 -5.3281692e-04  2.9548255e-03  3.4635502e-04
  5.4347864e-03 -2.7632171e-03 -1.0310570e-03 -3.0072636e-03
 -9.7255234e-04  2.6851837e-03 -5.5917061e-04  1.8330209e-04]"
66,"
Once upon a time, two brooms fell in love and decided to get married.
Before the ceremony, the bride broom informed the groom broom that 
she was expecting a little whiskbroom. The groom broom was aghast!
<p>
""How is this possible?"" he asked. ""We've never swept together!
","[ 7.4655842e-04  1.6590093e-03 -1.4430798e-03 -2.9419319e-04
  1.8685595e-03  2.2725535e-03 -1.1867218e-03 -1.3080393e-03
  4.4903494e-03  5.0155451e-03 -1.7107056e-03  3.0129908e-03
  1.9197263e-03  2.0424982e-03 -4.1614454e-03 -3.9337325e-04
  1.7427468e-03  1.2287598e-03 -1.2427538e-04 -2.0353606e-03
  1.2657904e-03  1.8009435e-03  1.6976605e-03 -1.6261766e-03
  7.9448080e-05 -2.1598833e-03  3.1196086e-03 -2.2563285e-03
 -4.9535517e-04  5.4322821e-03 -1.1805277e-03  9.0724189e-04
 -4.4412855e-03 -2.9447316e-03 -4.3376782e-03 -3.5339638e-04
 -1.6488376e-03 -2.4352439e-03  1.5687430e-04 -9.8220573e-04
  3.4318288e-04  3.9544022e-03  1.0569302e-03  2.8736531e-03
  1.9645940e-03  1.1326800e-03  2.1656470e-03  1.0878558e-03
  9.6715777e-04  1.9875050e-03 -2.9151537e-03  4.6821944e-03
 -2.9138068e-03  1.8016408e-03 -2.7020054e-03 -3.3652739e-04
 -1.0645539e-03  7.8960264e-04  1.8990766e-03  2.1811447e-03
 -9.3912293e-04  2.5361914e-03  3.5018481e-03  1.3949022e-03
 -8.1051863e-04  1.4162924e-03 -3.5030544e-03  2.0125282e-03
  2.4332418e-03  9.4446761e-04 -3.3909252e-03  6.6674041e-04
 -5.4207142e-04 -4.0005989e-04 -3.9455760e-03 -1.7247391e-03
  4.1155112e-03  2.1551587e-03  2.4403769e-03 -1.2960524e-04
 -2.1055928e-03  1.5281633e-03  1.5195645e-03 -1.6907298e-03
 -9.4077137e-04 -2.1467383e-03  1.0908754e-03  1.6340147e-03
 -1.6196795e-03 -1.0206401e-03  3.5005086e-03  2.5110156e-04
  6.8742442e-03 -3.3470513e-03 -1.3774699e-03 -3.7600198e-03
 -1.1378685e-03  3.4372269e-03 -7.1719731e-04  3.6302677e-04]"
67,"
A man piloting a hot air balloon discovers he has wandered off course and
is hopelessly lost. He descends to a lower altitude and locates a man
down on the ground. He lowers the balloon further and shouts ""Excuse me,
can you tell me where I am?""
<P>
The man below says: ""Yes, you're in a hot air balloon, about 30 feet
above this field.""
<P>
""You must work in Information Technology,"" says the balloonist.
<P>
""Yes I do,"" replies the man. ""And how did you know that?""
<P>
""Well,"" says the balloonist, ""what you told me is technically correct,
but of no use to anyone.""
<P>
The man below says, ""You must work in management.""
<P>
""I do,"" replies the balloonist, ""how did you know?""
<P>
""Well,"" says the man, ""you don't know where you are, or where you're
going, but you expect my immediate help. You're in the same position you
were before we met, but now it's my fault!""
<P>
","[ 6.3997321e-04  1.4327184e-03 -1.5318595e-03 -3.1176110e-04
  1.7884627e-03  2.0146105e-03 -1.1666951e-03 -1.1187084e-03
  3.9889771e-03  4.4672936e-03 -1.2756630e-03  2.8616625e-03
  1.9055239e-03  2.0454798e-03 -3.7913944e-03 -1.0092746e-04
  1.4764711e-03  1.0956129e-03 -5.0934245e-06 -1.9828924e-03
  1.1965749e-03  1.4062608e-03  1.5478492e-03 -1.4179632e-03
  3.8809862e-04 -2.1136163e-03  2.6396662e-03 -1.7588395e-03
 -1.4750236e-04  5.0333790e-03 -1.0106803e-03  6.7389884e-04
 -4.0668799e-03 -2.5115518e-03 -3.7668198e-03 -1.4702402e-04
 -1.3784681e-03 -2.6001583e-03 -1.2066169e-04 -1.0166320e-03
  5.2877510e-04  3.7138385e-03  9.1847661e-04  2.5793582e-03
  1.8965721e-03  9.5310027e-04  1.9635891e-03  1.0420043e-03
  1.1973227e-03  1.8281058e-03 -2.5800546e-03  4.1348003e-03
 -2.6777971e-03  1.7414308e-03 -2.4291889e-03 -2.7222341e-04
 -8.0126093e-04  6.5574248e-04  1.6368665e-03  2.0589053e-03
 -1.0452933e-03  2.0766077e-03  3.3010223e-03  1.0165944e-03
 -8.9799776e-04  1.3217411e-03 -3.3197380e-03  1.9449042e-03
  2.3523141e-03  8.0223108e-04 -3.4360918e-03  6.4721727e-04
 -5.3739658e-04 -1.9674371e-04 -3.6880323e-03 -1.6096630e-03
  3.5700693e-03  1.9184182e-03  2.1430866e-03 -7.9145320e-05
 -1.9616648e-03  1.5709451e-03  1.3162284e-03 -1.3424909e-03
 -7.7761058e-04 -1.8274934e-03  1.1554682e-03  1.6376162e-03
 -1.4453181e-03 -6.5044413e-04  3.2413576e-03  4.3279186e-04
  6.4167436e-03 -3.2179216e-03 -1.2350341e-03 -3.5659636e-03
 -9.9638849e-04  2.8939412e-03 -6.2137988e-04  2.8737582e-04]"
68,"
This guys wife asks, ""Honey if I died would you remarry?"" and he replies,
""Well, after a considerable period of grieving, we all need
companionship, I guess I would.""
<P>
She then asks, ""If I died and you remarried, would she live in this
house?"" and he replies, ""We've spent a lot of time and money getting this
house just the way we want it. I'm not going to get rid of my house, I
guess she would.""
<P>
""If I died and you remarried, and she lived in this house, would she
sleep in our bed?"" and he says, ""That bed is brand new, we just paid two
thousand dollars for it, it's going to last a long time, I guess she
would.""
<P>
So she asks, ""If I died and you remarried, and she lived in this house,
and slept in our bed, would she use my golf clubs?""
<P>
""Oh no, she's left handed.""
","[ 7.6163362e-04  1.1216109e-03 -1.2854878e-03 -3.8614249e-05
  1.6483297e-03  1.9445409e-03 -9.7507023e-04 -1.1038581e-03
  4.1354769e-03  4.6352842e-03 -1.3392129e-03  3.1647664e-03
  1.3082911e-03  2.1238809e-03 -3.8309230e-03 -2.6268492e-04
  1.3874227e-03  1.1829021e-03 -9.6817006e-05 -1.8982304e-03
  1.1783743e-03  1.4556983e-03  1.7074067e-03 -1.5127839e-03
  4.1230477e-04 -1.8234759e-03  2.9371970e-03 -1.6349264e-03
 -3.1307161e-05  4.9649491e-03 -5.3043285e-04  6.5979530e-04
 -4.0064268e-03 -2.6265476e-03 -3.5806273e-03  9.3023722e-05
 -1.3915381e-03 -2.6833029e-03  8.6388616e-05 -1.0086419e-03
  7.5027352e-04  3.5047643e-03  6.5771129e-04  2.6658131e-03
  1.8424130e-03  6.6073088e-04  1.5686462e-03  9.1220223e-04
  1.4197223e-03  1.8266018e-03 -2.5688082e-03  4.2583863e-03
 -2.9177209e-03  1.7307048e-03 -2.6687570e-03 -4.3384920e-04
 -1.0276877e-03  7.8837777e-04  1.4412138e-03  2.0905025e-03
 -1.1852237e-03  2.0238713e-03  3.2213181e-03  1.0407101e-03
 -9.3874004e-04  1.2895558e-03 -3.3578733e-03  1.8879591e-03
  2.1148662e-03  7.6176395e-04 -3.3740194e-03  8.2125055e-04
 -7.8749540e-04 -3.8554292e-05 -3.7477454e-03 -1.4747159e-03
  3.7781931e-03  1.6168620e-03  1.8022482e-03 -2.3871995e-04
 -1.7679302e-03  1.8658536e-03  1.2568679e-03 -1.1848406e-03
 -7.2528963e-04 -2.0318192e-03  1.1570143e-03  1.4155635e-03
 -1.4749075e-03 -6.9048523e-04  3.0938869e-03  2.5027225e-04
  6.5792869e-03 -3.1416893e-03 -1.4764739e-03 -3.3586931e-03
 -1.1514244e-03  2.9052785e-03 -3.3517191e-04  2.2834558e-04]"
69,"
Employer to applicant: ""In this job we need someone who is responsible.""
<P>
Applicant: ""I'm the one you want. On my last job, every time anything
went wrong, they said I was responsible.""
<P>
","[ 4.3969142e-04  1.3190570e-03 -1.2491728e-03 -2.1509268e-05
  1.1962827e-03  1.8598273e-03 -8.6749042e-04 -9.9070801e-04
  3.4990073e-03  3.7290873e-03 -8.9446903e-04  2.4445844e-03
  1.4918714e-03  1.7352434e-03 -3.3025758e-03 -1.4897974e-04
  1.2416717e-03  9.6531014e-04 -2.3094172e-04 -1.8064537e-03
  9.3739567e-04  1.3692714e-03  1.2973779e-03 -1.0441937e-03
  2.9732392e-04 -1.5165590e-03  2.2892968e-03 -1.1774639e-03
  4.5195829e-05  3.9479453e-03 -3.3024565e-04  2.9985400e-04
 -3.1266175e-03 -2.0394400e-03 -2.7847858e-03  1.9125739e-04
 -1.2381071e-03 -2.3046834e-03  1.7802154e-04 -1.0364617e-03
  8.7325310e-04  2.9708243e-03  6.6979387e-04  2.2441030e-03
  1.4767741e-03  8.5442956e-04  1.4081686e-03  8.6453196e-04
  1.0009249e-03  1.5523577e-03 -2.3298140e-03  3.6807230e-03
 -2.6373749e-03  1.5496921e-03 -1.8316108e-03 -4.3351488e-04
 -7.7325496e-04  8.1393775e-04  1.5574977e-03  1.7329236e-03
 -9.0816076e-04  1.5135343e-03  2.9272498e-03  8.7067473e-04
 -6.3559058e-04  9.7701361e-04 -2.9467489e-03  1.8158776e-03
  1.8295232e-03  7.9507485e-04 -2.9880027e-03  6.5527111e-04
 -5.3365779e-04 -7.8213387e-05 -3.1505332e-03 -1.4461990e-03
  2.9115516e-03  1.3272582e-03  1.4356337e-03 -1.1176182e-04
 -1.7756667e-03  1.5692558e-03  1.0130159e-03 -6.4471673e-04
 -8.1828173e-04 -1.5096285e-03  9.9380361e-04  1.1314374e-03
 -1.3760872e-03 -3.6788173e-04  2.4541460e-03  2.8649819e-04
  5.4012281e-03 -2.9473363e-03 -8.2151260e-04 -2.6604447e-03
 -6.6216587e-04  2.2051246e-03 -7.5656181e-04  2.1309921e-04]"
70,"
At a recent Sacramento PC Users Group meeting,
a company was demonstrating its latest speech-
recognition software.   A representative from the
company was just about ready to start the
demonstration and asked everyone in the room
to quiet down.
<p>
Just then someone in the back of the room yelled,
<i>""Format C: Return.""</i>
<p>
Someone else chimed in:
<i>""Yes, Return""</i>
<p>
Unfortunately, the software worked.
<p>
","[ 5.1416823e-04  1.3371526e-03 -1.0995419e-03 -2.7747740e-04
  1.4960601e-03  1.8157179e-03 -1.0576535e-03 -9.7991014e-04
  3.6021927e-03  3.9180056e-03 -1.1610704e-03  2.3199236e-03
  1.4281207e-03  1.7624825e-03 -3.3505410e-03 -2.5113829e-04
  1.2975490e-03  1.1881636e-03 -2.4644603e-04 -1.7014396e-03
  8.6343201e-04  1.4555787e-03  1.5299792e-03 -1.2543792e-03
  3.3244168e-04 -1.7252954e-03  2.3001346e-03 -1.7199585e-03
 -2.5951871e-04  4.3378351e-03 -7.2151201e-04  4.9814372e-04
 -3.3348205e-03 -2.3377400e-03 -3.4368916e-03 -1.7772921e-04
 -1.0304310e-03 -2.1048496e-03 -4.9893479e-05 -8.0505706e-04
  2.2350923e-04  3.1524780e-03  7.9645315e-04  2.3581733e-03
  1.5595444e-03  7.9487974e-04  1.7965505e-03  8.5056119e-04
  8.9222926e-04  1.5650173e-03 -2.1174548e-03  3.7490923e-03
 -2.4281640e-03  1.5776758e-03 -1.9605684e-03 -3.6232651e-04
 -8.3172508e-04  6.4777053e-04  1.3926139e-03  1.7445767e-03
 -8.9409825e-04  1.7185695e-03  2.8040379e-03  8.3996332e-04
 -6.1347143e-04  1.1486546e-03 -2.6008948e-03  1.7132792e-03
  2.0801981e-03  7.8350009e-04 -2.8358118e-03  4.2987018e-04
 -4.2914733e-04 -1.3661385e-05 -2.9472832e-03 -1.3559794e-03
  3.1992302e-03  1.5495018e-03  2.0022281e-03  5.5844113e-05
 -1.8739017e-03  1.3707319e-03  1.3084247e-03 -1.1875930e-03
 -6.1023782e-04 -1.5591319e-03  9.6516724e-04  1.2196801e-03
 -1.2519796e-03 -5.6785211e-04  2.9886707e-03  2.2897606e-04
  5.5996371e-03 -2.5485232e-03 -9.9103886e-04 -3.0222749e-03
 -7.9348881e-04  2.8968456e-03 -5.2454422e-04  1.3530560e-04]"
71,"
On the first day of college, the Dean addressed the students,
pointing out some of the rules:

""The female dormitory will be out-of-bounds for all male students
and the male dormitory to the female students. Anybody caught breaking
this rule will be finded $20 the first time."" He continued, ""Anybody 
caught breaking this rule the second time will be fined $60. Being caught
a third time will cost you a fine of $180. Are there any questions ?""
<p>
At this point, a male student in the crowd inquired:
<i>""How much for a season pass ?""</i>
","[ 7.0510840e-04  1.6041301e-03 -1.5736495e-03 -6.6890899e-04
  1.8390104e-03  2.1807896e-03 -1.3718122e-03 -1.1600553e-03
  4.2550508e-03  4.9636546e-03 -1.5344992e-03  2.8195139e-03
  2.0134277e-03  2.2089465e-03 -3.9633485e-03 -1.3488847e-04
  1.5532485e-03  1.0502042e-03 -2.1230448e-04 -2.0321419e-03
  1.1591144e-03  1.8173176e-03  1.7602794e-03 -1.3487323e-03
  3.9480196e-04 -2.6135987e-03  2.4408763e-03 -2.1143742e-03
 -1.4899267e-04  5.4204981e-03 -1.2355330e-03  4.5161898e-04
 -4.2773606e-03 -2.6875897e-03 -4.2263586e-03 -2.0430447e-04
 -1.5588184e-03 -2.6939593e-03 -3.2662813e-04 -9.9982310e-04
  3.9055769e-04  4.0577720e-03  1.0073865e-03  2.6381710e-03
  1.9515958e-03  8.2914234e-04  2.0584613e-03  1.0512638e-03
  1.2891985e-03  1.8853440e-03 -2.5369322e-03  4.5278133e-03
 -2.8093637e-03  1.7789897e-03 -2.5864367e-03 -3.0950809e-04
 -1.2529822e-03  7.8590342e-04  1.9004931e-03  2.1611494e-03
 -9.9797547e-04  2.3766921e-03  3.5737820e-03  9.3655218e-04
 -8.8702753e-04  1.4881478e-03 -3.5181036e-03  2.0723476e-03
  2.4477008e-03  8.8276766e-04 -3.5575547e-03  4.7295770e-04
 -4.1977811e-04 -3.1040178e-04 -3.7485741e-03 -1.5774266e-03
  4.0132622e-03  1.8925086e-03  2.2209377e-03  4.4470315e-05
 -2.0885610e-03  1.5877045e-03  1.4547968e-03 -1.5237040e-03
 -8.4634102e-04 -1.7817579e-03  1.3853995e-03  1.7592527e-03
 -1.4407214e-03 -7.3766580e-04  3.5801695e-03  3.4499972e-04
  6.7629800e-03 -3.4268880e-03 -1.4113280e-03 -3.4389386e-03
 -1.0590785e-03  3.3246190e-03 -7.9263723e-04  2.7942078e-04]"
72,"
Q: What is the difference between George  Washington, Richard Nixon,
and Bill Clinton?
<p>
A: Washington couldn't tell a lie, Nixon couldn't   tell the truth, and
Clinton doesn't know the <i>difference</i>.
","[ 7.7135791e-04  1.4692030e-03 -1.3994785e-03 -1.5786779e-04
  1.3473968e-03  1.7987344e-03 -1.0555659e-03 -1.0199279e-03
  3.5871083e-03  3.8728975e-03 -1.2674178e-03  2.6534724e-03
  1.7030978e-03  1.5642877e-03 -3.3883697e-03 -3.6006930e-04
  1.3447397e-03  1.1475005e-03 -2.1510682e-04 -1.7561391e-03
  1.0159736e-03  1.5551747e-03  1.4762719e-03 -8.4543024e-04
  1.9647977e-04 -1.7104085e-03  2.2070892e-03 -1.4912394e-03
 -2.2559158e-04  4.1809832e-03 -9.3625777e-04  8.6376641e-04
 -3.3976433e-03 -2.2593858e-03 -3.2593529e-03 -2.1334441e-04
 -1.2853767e-03 -2.0890643e-03 -2.4365871e-05 -9.8080293e-04
  3.3471931e-04  3.2104542e-03  8.8227156e-04  2.1316898e-03
  1.6379709e-03  7.3599681e-04  1.5693308e-03  8.3018630e-04
  8.8576169e-04  1.6370385e-03 -2.0723711e-03  3.7168497e-03
 -2.1345804e-03  1.5999040e-03 -2.2181484e-03 -3.2163152e-04
 -8.6557452e-04  3.5743095e-04  1.5247063e-03  1.4675690e-03
 -4.6460197e-04  1.8440417e-03  2.9632142e-03  9.4033818e-04
 -6.2284560e-04  1.2045802e-03 -2.9227275e-03  1.6605129e-03
  2.0379769e-03  5.9486122e-04 -2.7128002e-03  6.0059124e-04
 -3.9442099e-04 -4.0368104e-04 -3.1580387e-03 -1.4691661e-03
  3.2925827e-03  1.6669206e-03  1.9799871e-03 -3.3970595e-05
 -1.6099329e-03  1.3081311e-03  1.1107491e-03 -1.2287413e-03
 -6.2879827e-04 -1.5217887e-03  8.2765886e-04  1.3628573e-03
 -1.5019390e-03 -7.8848621e-04  2.8738580e-03  3.5416818e-04
  5.5062412e-03 -2.3874552e-03 -9.3785365e-04 -2.8199672e-03
 -1.0216834e-03  2.8423197e-03 -5.6776922e-04  1.5349705e-04]"
73,"
Q: How many stalkers does it take to change a light bulb?
<p>
A: <i>Two</i>. One to replace the bulb, and the other to watch it day and night.
","[ 8.47351272e-04  2.30308552e-03 -2.12064642e-03 -1.50915832e-04
  2.56820559e-03  3.34973098e-03 -1.55537936e-03 -1.67143473e-03
  5.67173911e-03  6.37472467e-03 -1.69737625e-03  3.43718543e-03
  2.34496896e-03  2.94688996e-03 -5.18678967e-03 -2.21868177e-04
  1.95066305e-03  1.35377340e-03 -7.10755936e-04 -2.62017688e-03
  2.18166877e-03  2.09279172e-03  2.44370732e-03 -2.09348113e-03
  1.72060856e-04 -3.00300331e-03  3.47830774e-03 -2.37976061e-03
 -1.74698696e-04  6.70836773e-03 -8.00309761e-04  5.70001721e-04
 -5.35483565e-03 -3.32460250e-03 -5.41390153e-03 -3.64330808e-05
 -2.25874502e-03 -3.13180545e-03 -1.87790705e-04 -1.77301979e-03
  6.55100273e-04  4.99010645e-03  1.30196498e-03  3.84072750e-03
  2.18010321e-03  1.11628929e-03  2.49427906e-03  1.45750411e-03
  1.13794999e-03  2.29941634e-03 -3.60519718e-03  5.77896042e-03
 -3.62511585e-03  2.21193489e-03 -3.12465918e-03 -2.94018391e-04
 -1.29181426e-03  8.92095966e-04  2.07217340e-03  2.68481090e-03
 -1.21905177e-03  3.15232994e-03  3.84335220e-03  1.19366520e-03
 -1.09044765e-03  1.81869860e-03 -4.52414108e-03  2.42302311e-03
  3.08975484e-03  1.07033539e-03 -4.33330657e-03  9.80761368e-04
 -1.01031165e-03  1.10864685e-05 -5.44180814e-03 -2.53557879e-03
  5.27153723e-03  2.80162273e-03  3.17590032e-03 -2.53146631e-04
 -2.86847679e-03  2.18151836e-03  1.69274828e-03 -1.53107860e-03
 -1.48597872e-03 -2.52733123e-03  1.14608312e-03  2.49410770e-03
 -2.37990357e-03 -1.09518284e-03  4.64630313e-03  2.93905119e-04
  9.18435026e-03 -4.70195292e-03 -1.74097635e-03 -4.28510364e-03
 -1.32492941e-03  4.13194951e-03 -9.98312724e-04  5.18426008e-04]"
74,"
Q: Do you know the difference between an intelligent male and the
Sasquatch?
<p>
A: <i>There have been actual reported sightings of the Sasquatch</i>.
","[ 5.6508585e-04  1.7429466e-03 -1.6488284e-03 -4.0157876e-04
  1.6762749e-03  2.3556084e-03 -1.2125727e-03 -1.0504641e-03
  4.3199421e-03  4.6880348e-03 -1.0795873e-03  3.1479090e-03
  1.9868861e-03  2.1945860e-03 -4.2151054e-03 -4.2706603e-04
  1.5175600e-03  1.2496292e-03  4.2398195e-05 -2.0599354e-03
  1.3139719e-03  2.0798359e-03  1.7563023e-03 -1.3807613e-03
  3.8489571e-04 -2.3093056e-03  2.7694793e-03 -1.7609020e-03
 -2.8398412e-04  5.3065959e-03 -1.3567706e-03  5.6399865e-04
 -4.4338345e-03 -2.6938315e-03 -4.1530975e-03 -8.3848818e-06
 -1.6066744e-03 -2.9341276e-03 -2.6356481e-04 -1.4635151e-03
  6.1096722e-04  4.1357679e-03  7.0735964e-04  2.8257321e-03
  2.0139178e-03  7.5975980e-04  2.3747585e-03  9.9674345e-04
  1.3198337e-03  1.7803762e-03 -2.6831869e-03  4.3057110e-03
 -2.8886071e-03  2.0185621e-03 -2.5554341e-03 -6.1594800e-04
 -1.2679268e-03  8.0465444e-04  2.3010999e-03  2.1521987e-03
 -1.2563965e-03  2.2321197e-03  3.3322636e-03  6.9553073e-04
 -7.0821395e-04  1.4589259e-03 -3.7934508e-03  2.2518942e-03
  2.3079906e-03  9.0140372e-04 -3.6555610e-03  1.1213591e-03
 -6.7761238e-04 -1.4606687e-04 -3.9838846e-03 -1.9290316e-03
  3.9060744e-03  2.4286581e-03  2.2514858e-03  5.8815585e-06
 -2.3945193e-03  1.6722991e-03  1.6021407e-03 -1.5399533e-03
 -5.8598770e-04 -2.0335235e-03  1.1909559e-03  1.6754353e-03
 -2.0775970e-03 -7.1322836e-04  3.8048855e-03  3.0391497e-04
  6.9315243e-03 -3.5078118e-03 -1.6428230e-03 -3.6351781e-03
 -1.1579797e-03  3.0491210e-03 -6.6296745e-04  1.6997804e-04]"
75,"
There once was a man and a woman that both  got in  a terrible car wreck. Both of their vehicles  
were completely destroyed, buy fortunately, no one  was   hurt.  In thankfulness, the woman said to the 
man, 'We are both okay, so we should celebrate. I have   a  bottle of wine in my car, let's open it.'         
So the woman got the bottleout of the car, and  handed it to the man. The man took a really big drink, 
and handed the woman the bottle. The  woman  closed the bottle and put it down. The man  asked,  
'Aren't you going to take a drink?' 
<p>
The woman cleverly replied, 
<i>'No, I think I'll  just  wait for the cops to get here.'</i>
","[ 7.3090760e-04  1.5075197e-03 -1.5486843e-03 -3.1327351e-04
  1.7255212e-03  2.1732489e-03 -1.2110019e-03 -1.3054349e-03
  4.4124010e-03  4.8382985e-03 -1.5263327e-03  2.8423297e-03
  1.7618567e-03  2.0521476e-03 -4.1728439e-03 -1.6740136e-04
  1.5694750e-03  1.1688271e-03 -3.7723870e-04 -2.2089547e-03
  1.3779873e-03  1.6240611e-03  1.7650877e-03 -1.5739495e-03
  2.7316701e-04 -2.2125237e-03  2.7742763e-03 -2.0525791e-03
 -2.1886289e-04  5.2684196e-03 -8.5302989e-04  5.0671818e-04
 -4.2403219e-03 -2.6762101e-03 -4.1362923e-03 -2.0998725e-04
 -1.6339186e-03 -2.4148710e-03 -7.1735580e-05 -1.1790558e-03
  4.8893184e-04  4.0615709e-03  9.6278294e-04  2.8149388e-03
  1.7740831e-03  8.3977741e-04  2.1278954e-03  1.1541200e-03
  1.1524650e-03  1.9353166e-03 -2.7027908e-03  4.5235269e-03
 -3.0189231e-03  1.8351588e-03 -2.6527483e-03 -3.0688613e-04
 -1.0963070e-03  7.2169781e-04  1.7002482e-03  2.1286071e-03
 -1.0247902e-03  2.3798556e-03  3.3581986e-03  1.0896917e-03
 -1.0249593e-03  1.3635796e-03 -3.4700590e-03  1.9701687e-03
  2.4517747e-03  7.7367335e-04 -3.5764661e-03  7.6588104e-04
 -4.8914040e-04 -1.7069043e-04 -3.9773374e-03 -1.6676679e-03
  4.0069888e-03  1.9375354e-03  2.3024587e-03 -1.8648666e-04
 -2.0985920e-03  1.6298532e-03  1.4038068e-03 -1.4805965e-03
 -9.1014372e-04 -1.9966550e-03  1.1321502e-03  1.8257335e-03
 -1.5374359e-03 -7.3555968e-04  3.3385903e-03  3.6548689e-04
  6.9250879e-03 -3.5126111e-03 -1.3700471e-03 -3.6184180e-03
 -1.1638841e-03  3.2573058e-03 -6.2822015e-04  1.5770021e-04]"
